Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1,1,16,2,2,954,3,5,3,2,2,3,2,2,1,5,4,1,5,2,0,15,1
1,1,41,1,1,3027,2,2,2,2,5,4,4,5,5,5,5,4,5,5,0,0,2
1,1,30,1,3,153,5,2,4,4,5,5,5,5,4,5,5,5,3,5,23,7,2
2,1,36,1,1,2153,2,2,2,2,3,4,5,5,5,5,5,4,5,4,0,0,2
1,1,70,2,2,602,1,3,1,1,2,4,3,5,5,1,5,1,5,2,0,0,1
2,1,34,1,3,1709,3,4,4,4,3,3,3,3,4,3,2,2,2,3,4,0,1
2,1,25,1,1,2085,3,2,2,2,3,3,3,3,2,3,3,4,4,3,37,32,1
1,1,30,2,2,2370,3,4,3,4,2,3,2,2,5,5,4,3,5,2,13,0,1
2,2,34,1,2,258,2,2,2,3,2,2,2,2,2,3,4,4,3,2,0,0,1
2,1,28,2,2,590,4,5,4,3,2,4,2,2,3,4,3,3,2,2,0,12,1
2,1,22,2,2,190,2,5,2,5,3,2,2,3,5,2,5,3,4,3,51,44,1
2,1,63,1,2,236,5,3,3,3,5,5,5,5,4,2,4,4,2,5,30,23,2
2,1,51,1,1,2565,3,3,4,3,2,4,4,4,4,4,4,3,4,5,5,0,2
2,2,34,1,3,406,1,1,1,3,4,1,5,4,4,5,3,1,2,4,0,0,1
1,1,48,2,2,237,4,4,4,4,3,4,4,2,2,4,2,3,2,3,0,0,1
1,1,27,2,2,1249,1,5,1,3,4,1,4,4,5,2,4,4,4,4,0,0,1
2,1,59,1,1,2330,5,5,5,5,2,5,5,2,2,2,2,5,2,3,0,0,2
2,1,53,1,1,2577,1,1,1,1,2,4,4,3,3,3,3,5,3,3,0,0,2
1,2,21,1,2,192,4,4,4,1,4,4,1,4,4,5,4,5,4,4,0,0,2
2,1,50,1,1,1897,1,1,1,1,5,5,5,5,5,5,5,5,5,4,0,0,2
1,1,56,1,1,1476,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0,13,2
2,1,58,2,2,2296,4,5,4,1,3,4,3,3,4,2,3,3,4,3,0,0,1
1,1,67,2,2,335,3,5,3,2,3,4,4,1,1,3,1,5,1,4,0,0,1
1,1,40,1,1,2280,1,1,1,1,5,4,5,4,4,4,4,3,4,3,12,2,2
2,2,38,1,2,710,2,2,2,2,5,2,5,5,2,5,3,1,2,5,110,102,1
2,1,55,1,2,594,4,4,2,4,4,4,4,4,1,1,4,1,3,4,0,0,1
1,2,38,1,2,427,1,0,0,3,0,5,4,3,5,4,4,4,2,4,179,178,1
2,1,16,2,2,803,4,1,4,3,4,4,4,4,2,4,2,1,2,4,0,0,1
2,1,42,1,1,2369,3,4,4,4,2,4,3,3,3,3,3,4,3,1,26,18,2
2,1,44,1,1,748,5,5,5,5,5,1,4,4,4,4,4,2,4,5,0,2,2
1,1,54,1,2,565,2,2,2,2,4,4,4,2,2,2,2,2,2,4,6,14,1
2,1,38,1,1,1608,3,1,1,1,5,4,4,3,3,3,3,3,3,1,0,0,1
2,1,67,2,2,760,3,5,3,1,4,3,4,4,4,2,4,4,4,4,0,4,1
1,1,28,2,2,550,3,4,3,4,5,3,5,5,2,4,4,3,4,5,0,0,1
1,1,51,2,2,130,2,5,2,4,5,5,4,1,1,2,1,5,1,4,6,0,1
2,2,25,1,2,693,2,2,2,3,4,2,4,4,1,2,3,3,3,4,0,0,2
1,1,48,1,1,143,4,4,4,4,4,3,4,5,5,5,5,4,5,5,7,0,1
2,1,65,2,2,697,2,1,2,4,3,2,3,3,1,3,4,1,3,3,0,3,1
2,1,41,1,1,3610,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0,2
1,1,13,2,2,867,3,3,3,1,4,3,4,4,5,1,4,1,5,4,77,70,1
1,1,34,2,2,374,3,4,5,3,4,5,4,4,5,4,5,5,4,4,2,0,1
1,1,30,2,2,1846,4,4,4,5,2,4,2,2,4,4,3,5,4,2,3,4,1
2,2,48,1,1,1464,4,5,5,3,4,4,4,4,3,5,4,3,4,4,15,10,2
2,1,40,1,1,1436,3,3,3,3,4,4,5,4,4,4,4,5,4,3,10,0,2
2,1,55,1,1,134,4,4,4,4,2,4,4,4,4,4,4,3,4,4,0,0,2
2,2,25,1,2,435,2,2,2,3,5,2,5,5,3,5,4,1,3,5,0,0,1
1,1,40,2,2,408,2,5,2,3,5,2,5,5,4,5,4,3,4,5,0,5,1
1,2,17,1,2,109,1,2,1,4,5,1,5,5,3,4,4,4,4,5,59,69,1
2,1,45,1,1,2131,0,4,0,2,4,5,5,4,4,4,3,5,4,4,25,16,2
1,1,69,2,2,621,3,4,3,4,3,5,5,1,1,3,1,3,1,3,0,0,2
2,1,57,2,2,175,3,4,3,2,5,3,5,5,3,5,5,4,4,5,0,0,1
1,1,49,2,2,480,4,1,4,1,2,2,1,2,2,4,2,3,2,1,2,0,2
1,1,40,1,1,2669,4,4,4,4,3,4,4,5,5,5,5,5,5,5,3,0,2
1,1,23,1,1,2567,2,4,4,4,2,2,2,2,2,3,3,1,3,2,0,0,1
1,1,47,1,1,1547,5,5,5,5,5,4,4,4,4,4,4,4,4,4,0,0,2
1,2,29,1,1,989,2,2,2,3,4,2,4,4,3,2,5,3,4,4,0,0,1
2,1,66,2,2,783,2,5,2,2,5,2,5,5,3,5,4,5,4,5,0,0,1
2,1,19,2,2,109,3,5,0,1,5,0,5,5,5,1,2,1,1,5,86,72,1
1,1,38,1,1,2885,3,1,4,1,5,3,4,3,3,3,3,4,3,1,4,8,1
1,1,21,2,2,1119,2,4,2,2,5,2,5,5,3,3,5,3,4,5,0,15,1
1,1,48,1,1,3635,5,5,5,5,5,5,4,5,5,5,5,3,5,4,56,64,2
2,1,24,1,1,1706,2,2,2,2,5,4,5,5,4,5,4,3,4,5,0,9,2
2,1,36,1,1,106,5,5,5,5,5,3,4,5,5,5,5,3,5,2,89,84,2
1,2,27,1,1,282,2,2,2,4,4,2,4,4,2,1,3,4,4,4,17,28,1
1,1,48,1,1,541,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,2
1,1,43,1,1,1666,2,2,2,2,2,5,5,3,3,4,3,4,3,4,0,6,2
2,1,19,2,2,587,2,4,2,3,4,2,4,4,4,2,4,4,5,4,33,39,2
2,1,32,2,2,864,3,0,3,3,3,3,3,3,4,5,3,3,2,3,0,0,1
1,1,48,2,2,460,4,4,4,4,2,4,4,4,4,4,4,2,4,4,5,0,2
2,1,35,1,1,2571,3,3,3,3,4,5,5,4,4,4,4,5,4,5,0,0,2
1,1,59,1,1,3063,2,2,2,2,2,3,3,5,5,5,5,3,5,3,47,45,2
2,2,37,1,2,500,1,4,1,3,1,1,1,1,1,1,3,1,4,1,46,42,1
1,1,42,1,1,2077,3,3,3,3,2,3,2,4,4,4,4,3,4,3,0,0,2
1,1,42,1,1,1769,3,3,3,3,2,5,5,5,5,5,5,3,5,4,0,0,2
1,1,42,1,1,185,2,2,2,2,3,5,5,4,4,4,4,4,4,4,0,0,2
2,1,27,2,2,679,3,4,3,4,2,3,2,2,3,4,3,2,3,2,0,0,1
2,1,51,1,1,1643,1,4,4,4,5,4,3,1,1,1,1,3,1,1,0,0,1
2,1,50,1,1,1691,0,0,0,1,5,4,4,3,3,3,3,5,3,5,0,0,2
1,1,10,2,3,227,1,4,1,2,1,1,1,1,4,4,4,3,5,1,39,56,2
1,1,52,1,1,296,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,6,2
1,1,22,2,1,895,3,4,3,5,5,3,5,5,3,3,1,3,5,5,0,0,2
2,1,62,1,1,1044,3,3,3,3,2,4,5,4,4,4,4,3,4,4,7,0,1
2,2,23,1,2,1377,5,5,5,2,3,5,2,3,4,1,2,2,3,3,47,54,2
1,1,10,2,2,265,3,2,3,2,3,3,3,3,2,5,1,3,1,3,0,4,1
1,2,42,1,1,308,2,2,2,4,5,2,5,5,3,4,4,3,4,5,0,0,2
1,1,14,2,2,395,0,3,0,3,4,0,4,4,2,3,3,4,4,4,0,0,2
2,1,31,2,2,1660,3,4,3,4,1,3,1,1,5,4,4,4,5,1,0,13,1
2,2,26,1,1,359,5,5,5,3,5,5,5,5,4,4,4,3,4,5,11,4,2
1,1,45,1,1,861,2,2,2,2,5,5,4,5,5,5,5,4,5,5,8,1,2
2,1,28,1,1,2828,3,3,3,3,3,2,3,3,4,5,2,1,3,3,10,11,1
2,1,39,1,1,3399,5,4,5,5,5,5,5,4,4,4,4,3,4,5,2,0,2
2,2,14,1,2,782,1,1,1,3,2,1,1,2,1,3,2,3,4,2,0,0,1
1,2,33,1,2,577,3,0,3,1,2,3,2,2,4,2,5,1,1,2,3,5,1
2,1,37,1,1,712,4,4,4,4,5,5,4,4,4,4,4,5,4,3,0,1,2
1,1,56,2,3,2295,3,5,3,4,4,4,4,2,2,3,2,5,2,4,0,13,1
1,1,50,2,3,588,2,4,2,5,2,4,5,1,1,2,1,3,1,5,0,0,1
2,1,43,1,1,3084,3,3,1,3,3,5,4,4,4,4,4,5,4,5,0,0,2
1,1,57,2,2,1017,2,5,2,3,3,5,5,2,2,2,2,4,2,4,0,0,1
1,1,27,1,3,859,4,5,5,5,4,4,4,4,1,5,1,4,3,4,23,0,2
1,1,59,1,1,1797,3,3,3,3,5,4,5,5,5,4,5,4,5,4,8,0,2
2,1,44,1,2,193,2,4,4,4,2,2,2,2,3,5,2,3,2,2,0,0,1
2,1,45,1,1,696,5,5,5,5,3,5,4,5,5,5,5,5,5,3,56,49,2
1,1,57,1,1,925,2,2,2,2,5,5,5,4,4,5,4,5,4,3,0,0,2
2,1,34,1,1,3531,1,1,1,1,3,3,3,1,1,1,1,2,1,3,0,0,1
2,1,55,1,1,89,1,1,1,1,2,4,3,3,3,4,3,3,3,2,49,59,2
1,2,38,1,2,1024,2,2,2,2,4,2,5,4,4,4,4,4,3,4,46,36,1
2,1,45,2,2,1235,1,4,1,2,2,1,2,2,4,4,5,5,5,2,0,0,1
2,1,57,2,3,299,2,4,2,3,5,2,5,5,5,4,4,3,5,5,5,9,1
2,2,26,1,1,762,3,3,3,2,3,3,3,3,5,5,5,5,5,3,0,0,1
2,1,35,1,3,1389,2,3,3,3,2,2,2,2,1,1,4,1,4,2,3,0,1
2,1,25,1,1,1258,5,5,5,5,5,5,5,5,3,2,4,3,5,5,0,0,2
2,1,41,1,1,519,1,4,4,4,1,4,4,1,1,1,1,4,1,1,0,0,2
1,1,49,2,3,589,1,4,1,1,1,5,5,5,5,1,5,2,5,3,0,0,2
2,1,49,2,2,1773,1,2,1,3,1,1,1,1,1,3,3,4,3,1,2,0,1
1,2,39,2,2,481,2,4,2,5,2,2,2,2,2,3,3,5,2,2,0,0,1
1,1,69,2,2,618,2,4,2,3,3,5,4,5,5,2,5,5,5,3,0,0,1
2,1,37,1,1,262,2,4,2,2,5,4,4,5,5,5,5,5,5,5,0,9,2
2,1,47,1,1,2582,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,2
2,1,52,2,2,395,4,4,4,2,1,4,5,1,5,4,4,4,5,1,0,0,1
2,1,21,2,2,735,1,4,1,1,2,1,2,2,3,3,4,4,4,2,83,82,1
2,1,50,2,2,240,1,3,1,4,3,1,3,3,3,2,4,3,4,3,0,3,1
2,1,28,2,2,602,3,5,3,2,4,3,2,4,3,4,4,4,4,4,18,10,1
2,1,50,1,1,3106,4,3,2,3,2,3,4,4,4,4,4,4,4,4,0,12,1
2,1,31,1,3,2248,0,0,0,3,0,3,1,4,2,4,2,1,4,1,48,63,2
1,1,35,1,2,173,5,5,5,5,5,5,5,5,3,4,3,2,4,5,14,19,2
2,2,10,1,2,484,3,3,3,3,4,3,4,4,3,3,4,3,4,4,0,0,1
2,1,31,2,2,758,3,3,4,4,1,4,1,1,2,2,2,3,5,1,15,21,1
2,1,44,1,2,844,4,4,4,4,4,4,4,4,1,4,1,2,3,4,0,0,2
2,1,46,1,1,666,1,1,4,1,4,4,4,2,2,2,2,4,2,5,11,0,2
2,2,36,1,2,789,3,3,3,4,5,3,5,5,2,1,1,1,3,5,42,32,2
2,1,53,1,1,226,0,0,0,2,4,4,5,2,2,2,2,5,2,5,5,0,2
1,1,9,2,2,258,2,4,0,1,1,0,1,1,1,4,1,3,3,1,0,0,1
1,2,21,1,2,164,2,0,2,3,3,2,3,3,4,5,5,2,2,3,11,6,1
2,1,31,2,2,1562,2,3,2,3,1,2,1,1,2,2,4,4,3,1,2,0,2
2,2,40,1,2,777,1,2,2,4,4,2,4,4,3,1,3,1,3,4,14,13,1
2,1,28,2,2,1995,3,4,3,3,4,3,4,4,4,5,2,1,3,4,1,0,1
2,1,28,1,1,587,4,4,4,4,4,4,4,4,1,2,4,2,4,4,26,19,1
1,2,27,1,1,2153,3,3,3,2,1,3,1,1,4,3,5,3,4,1,0,6,1
2,1,47,1,1,1676,4,4,5,4,5,4,5,5,5,5,4,5,5,5,0,15,2
2,1,52,1,1,3169,2,2,2,2,2,4,5,5,5,5,5,4,5,3,23,24,2
1,1,36,1,1,1695,4,4,5,4,5,2,1,5,5,4,5,2,5,1,0,0,2
1,1,18,1,1,2620,3,4,4,4,3,3,3,3,1,5,3,3,3,3,74,86,1
2,1,45,2,2,628,1,5,1,1,1,1,1,1,5,4,5,3,5,1,7,0,1
1,2,24,1,2,1044,5,5,5,3,3,5,3,3,3,5,5,4,5,3,0,6,2
1,1,33,1,1,3088,2,1,5,5,3,3,2,2,2,2,2,4,2,4,6,15,1
2,1,45,1,1,402,4,4,5,4,4,4,4,4,4,4,4,4,4,3,0,0,1
1,1,40,2,2,447,3,4,3,1,1,3,1,1,2,4,5,3,1,1,0,0,2
1,1,21,2,2,1056,0,4,0,2,5,0,5,5,2,1,3,3,2,5,0,0,2
1,2,36,1,2,326,3,1,3,4,3,3,4,3,4,4,3,4,3,3,13,49,1
2,1,12,2,2,1011,2,4,1,1,5,1,5,5,2,4,2,5,2,5,0,0,1
2,1,48,1,1,3008,2,5,2,2,2,5,4,4,4,5,4,4,4,3,1,24,2
2,1,56,1,1,641,3,3,4,3,4,4,4,3,3,3,3,3,3,5,4,0,2
1,1,59,2,2,570,5,5,5,4,2,5,4,1,1,5,1,5,1,4,0,0,2
1,2,21,1,3,328,3,4,3,4,5,3,5,5,3,3,3,3,4,5,28,18,1
1,1,42,2,2,888,1,4,1,1,2,1,4,3,3,1,3,4,3,5,1,6,1
1,2,39,1,1,152,1,1,1,1,2,1,2,2,4,4,5,5,4,2,0,0,1
2,1,9,2,2,1187,1,5,1,4,1,1,1,1,3,5,4,4,5,1,12,18,1
2,1,49,1,1,859,5,5,3,5,3,4,5,5,5,5,5,4,5,4,0,0,2
1,1,29,2,2,289,4,5,4,3,5,4,5,5,3,3,4,3,4,5,67,53,1
1,1,25,2,2,406,2,4,2,3,2,2,4,2,4,5,4,3,5,2,0,7,1
1,2,23,1,3,269,2,4,2,4,3,2,3,3,1,4,3,1,3,3,0,11,1
2,2,36,1,2,204,3,2,3,4,4,3,4,4,3,3,4,1,3,4,0,0,1
2,1,58,1,2,129,4,2,2,2,4,4,4,4,1,3,4,5,2,4,0,1,2
2,1,49,2,2,872,3,0,3,1,5,3,5,5,3,4,3,5,5,5,10,15,1
1,1,43,1,1,802,1,5,5,5,1,3,3,1,1,1,1,4,1,1,0,1,1
1,1,27,1,1,3875,0,5,0,1,5,2,2,5,3,4,4,2,3,5,60,47,2
2,1,48,1,2,417,3,1,1,1,3,3,3,3,1,5,4,2,4,3,4,1,1
2,1,10,2,2,2556,3,2,3,3,3,5,5,2,1,3,3,5,3,5,0,20,1
1,2,58,1,1,399,4,4,4,4,1,4,1,1,3,5,4,3,5,1,66,69,2
1,1,20,2,2,1497,4,4,4,1,3,4,1,3,1,2,5,3,4,3,0,0,2
1,1,48,1,1,2858,3,3,3,3,4,4,5,4,4,5,4,3,4,4,2,0,2
2,1,21,2,2,1482,2,3,2,3,1,2,1,1,4,1,4,5,4,1,50,43,1
2,1,39,1,1,460,4,3,4,4,4,4,4,4,4,4,4,3,4,5,43,41,1
1,1,46,1,1,746,5,5,5,5,2,4,4,4,4,4,4,4,4,4,0,0,1
2,1,56,2,2,366,3,4,3,4,4,3,4,4,5,2,3,2,3,4,0,0,1
2,2,35,1,2,1049,3,3,3,3,2,3,5,2,3,5,2,1,3,2,0,0,2
1,1,8,2,2,612,1,5,1,3,3,1,3,3,4,5,4,3,4,3,113,101,1
2,1,28,2,2,472,4,4,4,5,2,4,2,2,3,2,5,4,4,2,28,30,1
1,1,51,2,2,1154,3,4,3,4,2,5,4,4,4,3,4,5,4,5,0,3,1
2,2,25,1,1,204,4,0,4,1,1,4,1,1,4,5,5,4,4,1,0,0,2
1,2,29,1,2,1033,3,3,3,4,3,3,3,3,4,3,2,2,3,3,0,0,1
2,1,68,2,2,109,2,2,2,3,5,2,5,5,3,4,3,2,4,5,0,0,1
2,1,45,2,2,299,5,4,5,4,1,5,1,1,4,5,4,3,4,1,0,0,2
2,1,24,2,2,229,3,5,3,4,3,3,3,3,3,5,4,3,5,3,0,0,1
1,2,25,1,3,1069,3,0,3,5,3,3,3,3,5,3,2,4,4,3,0,0,1
2,2,28,1,2,1137,3,3,3,3,2,3,2,2,1,2,3,1,2,2,15,11,1
1,1,39,1,2,447,4,5,5,5,4,4,4,4,2,3,4,3,4,4,0,0,1
1,2,53,2,2,235,1,3,1,4,4,1,2,4,4,3,4,1,3,4,0,7,1
1,2,21,1,2,1171,2,2,2,1,5,2,5,5,4,4,4,4,4,5,0,0,1
1,2,31,1,2,1023,2,2,2,4,3,2,3,3,2,1,4,2,3,3,0,0,1
1,2,23,1,2,1138,3,3,3,1,3,3,3,3,3,5,4,4,4,3,0,0,2
1,1,49,1,2,594,2,2,2,2,5,4,4,2,2,2,2,1,2,4,0,0,1
1,2,22,1,2,530,1,2,1,3,4,1,4,4,1,3,3,2,4,4,128,121,1
1,2,43,1,2,174,1,0,1,3,1,1,1,1,3,1,2,1,4,1,7,7,1
1,1,52,2,2,304,2,1,2,1,5,2,2,1,1,2,2,3,1,4,13,5,1
2,1,43,2,2,1399,2,4,2,3,2,2,2,2,5,2,5,5,5,2,40,32,1
2,1,54,2,2,183,2,5,2,2,1,2,4,1,4,4,3,5,3,1,0,0,1
2,2,27,1,2,1106,4,4,4,1,2,4,2,2,4,2,3,2,2,2,0,0,1
1,1,51,1,1,3111,0,0,0,1,3,5,4,2,2,2,2,5,2,4,0,5,2
2,2,39,1,1,992,2,2,2,3,5,2,5,5,4,3,4,3,4,5,13,0,1
2,1,66,2,2,1121,3,5,3,5,2,3,4,2,4,3,5,5,4,2,13,6,1
2,1,15,2,2,2475,1,3,1,2,1,3,5,3,5,2,5,5,1,5,0,0,1
1,1,60,1,1,1538,4,4,4,4,5,5,5,5,5,4,5,5,5,5,0,0,1
1,1,44,1,1,2439,1,1,1,1,3,5,4,4,4,4,4,5,4,4,0,0,1
1,1,51,2,2,228,2,4,0,4,5,5,4,3,3,0,3,5,3,5,0,0,1
1,1,27,2,3,1033,3,4,2,3,5,2,5,5,3,4,4,3,4,5,6,3,1
1,1,27,1,1,2165,4,4,4,4,4,4,4,4,4,4,3,3,3,4,16,52,1
2,1,40,1,1,406,3,3,3,3,5,4,4,5,5,5,5,5,5,4,7,0,2
2,2,23,1,2,831,0,0,0,3,1,0,1,1,4,5,4,4,5,1,0,8,2
1,1,38,1,1,192,2,4,4,4,2,4,4,3,3,3,2,2,3,4,24,11,1
2,2,37,1,2,639,4,0,4,3,4,4,4,4,2,4,3,4,2,4,117,113,2
2,1,46,1,2,696,2,3,3,3,2,2,2,2,2,1,4,1,3,2,8,11,1
1,1,9,2,2,2611,3,2,3,3,2,3,2,2,1,2,3,4,3,2,62,75,1
1,1,51,1,1,3549,2,2,3,2,5,5,5,3,3,4,4,5,3,4,0,0,2
2,1,47,1,3,1010,3,1,1,1,4,3,4,4,2,5,3,3,3,4,16,19,1
1,1,35,2,2,152,4,5,0,1,5,0,5,5,3,4,4,4,5,5,0,0,1
2,1,49,2,2,646,2,5,2,1,2,2,2,2,4,3,5,5,1,2,3,15,1
2,1,35,1,1,3345,1,1,1,1,2,5,1,4,4,4,5,3,4,1,0,0,2
1,2,21,1,2,1139,5,5,5,3,5,5,5,5,5,3,5,5,2,5,0,0,2
2,1,65,1,1,562,1,1,1,1,4,4,4,4,4,4,4,4,4,3,0,0,2
2,2,24,1,2,1338,3,3,3,3,3,3,3,3,1,4,3,4,3,3,7,15,1
2,2,26,1,2,551,2,4,3,3,4,3,4,4,2,3,3,4,3,4,0,0,2
1,2,24,1,2,1038,2,2,2,3,2,2,2,2,3,3,5,1,4,2,1,0,1
2,1,42,1,1,737,2,2,2,2,4,5,5,4,4,4,4,5,4,5,0,0,2
1,1,58,1,1,362,5,5,5,5,5,4,4,4,4,4,4,3,4,5,34,24,2
2,1,42,1,1,930,2,2,2,2,3,4,5,3,3,3,3,3,3,4,0,0,2
1,1,44,2,2,153,3,4,3,3,2,5,5,3,3,3,3,5,3,4,0,0,1
1,2,26,1,2,481,3,1,3,2,4,3,4,4,3,4,3,4,2,4,0,0,1
2,1,20,2,2,184,1,5,1,1,2,1,2,2,4,2,4,5,5,2,0,0,1
2,1,20,2,2,666,1,2,1,2,1,1,2,1,1,4,2,2,2,1,41,30,1
1,1,24,1,2,589,4,2,3,2,4,4,3,4,4,3,3,4,4,4,0,0,2
2,1,59,1,1,1154,5,5,5,5,4,4,5,5,5,5,5,5,5,3,19,28,1
1,1,34,1,1,3540,3,3,3,3,3,5,5,4,4,4,4,4,4,5,0,0,2
2,1,37,1,1,3012,1,3,3,3,1,3,4,1,1,2,1,1,1,3,2,0,1
1,2,21,1,2,861,2,2,2,3,3,2,3,3,2,1,5,3,2,3,0,0,1
2,1,41,1,1,1426,3,3,3,3,2,5,5,5,5,4,5,3,5,4,0,0,2
1,1,34,2,1,991,4,5,5,1,4,4,5,4,4,5,1,4,4,3,9,11,1
1,1,37,2,2,265,4,4,4,3,1,4,1,1,5,1,5,5,2,1,26,42,1
1,1,50,1,1,813,4,4,4,4,4,5,4,3,3,3,3,3,3,4,0,0,2
2,1,29,1,1,366,2,5,3,5,2,2,2,2,4,3,3,2,4,2,3,0,1
2,1,56,2,2,744,2,5,1,4,4,1,4,4,4,3,4,5,4,4,3,0,1
2,1,26,1,1,1431,1,1,1,1,5,5,5,5,3,3,5,5,5,5,116,123,1
2,1,43,1,1,3830,5,5,5,5,3,5,5,4,4,4,4,3,4,5,0,0,2
1,1,24,1,1,1774,1,1,1,1,4,4,4,4,1,5,1,4,4,4,0,0,2
1,1,19,2,2,853,3,1,3,3,5,3,5,5,3,5,4,4,4,5,0,0,2
1,1,47,1,2,812,3,1,1,1,5,2,2,4,4,3,4,1,4,3,0,0,1
1,1,59,2,1,1044,3,4,3,1,1,1,5,4,4,3,4,4,4,2,0,0,1
2,1,52,1,3,430,4,1,1,1,4,4,4,4,2,3,2,2,2,4,0,0,2
2,1,30,1,2,109,0,0,0,1,5,0,5,5,3,5,5,3,1,5,19,11,2
2,1,28,2,2,288,3,4,3,4,3,3,3,3,4,3,4,5,4,3,0,2,1
2,1,41,2,2,315,2,5,2,5,3,2,3,3,5,3,4,3,4,3,2,17,1
2,1,17,2,2,204,1,3,0,3,3,0,3,3,4,2,5,5,3,3,0,0,1
1,1,69,2,2,2227,3,5,3,3,3,4,4,5,5,3,5,3,5,3,2,0,1
1,1,61,1,1,3048,2,4,4,4,4,3,4,2,2,2,2,1,2,3,18,37,1
2,2,33,1,2,134,4,0,4,1,3,4,3,3,2,4,2,5,1,3,0,0,1
1,2,36,1,2,896,2,2,2,3,5,2,5,5,2,3,2,1,5,5,0,0,1
1,1,36,2,3,449,4,5,4,1,2,4,2,2,3,3,4,3,5,2,7,0,2
2,1,40,2,1,993,3,4,3,5,3,5,4,5,5,3,5,4,5,5,0,55,1
1,1,25,1,1,3322,1,1,1,1,4,4,4,4,5,2,3,1,2,4,0,4,2
1,2,29,1,1,1061,3,3,3,3,1,3,1,1,5,3,5,5,4,1,0,5,1
1,1,25,1,1,3663,1,1,1,1,1,1,1,1,2,5,3,1,3,1,25,21,1
2,1,35,1,1,1846,4,4,4,4,4,5,4,4,4,4,4,3,4,4,0,0,2
1,2,23,1,2,1169,5,5,5,4,2,5,2,2,4,1,4,3,5,2,0,1,2
1,2,30,1,2,674,3,3,3,4,4,3,2,4,3,1,3,2,4,4,30,33,1
1,1,51,1,1,3559,0,0,0,2,3,4,5,4,4,4,4,3,4,5,12,17,2
1,1,37,1,1,3497,2,3,3,3,2,3,3,2,2,2,2,2,2,2,0,0,1
2,1,61,1,1,438,3,1,1,1,2,2,2,3,3,3,3,1,3,1,0,0,1
2,2,21,1,1,390,5,4,5,2,3,5,3,3,5,5,4,5,4,3,12,0,2
2,2,29,1,2,96,3,2,3,3,2,3,2,2,4,2,4,2,4,2,3,15,1
1,1,51,1,1,2125,4,4,4,4,3,5,5,4,4,4,4,5,4,4,45,37,2
1,1,19,1,3,2378,5,4,4,4,5,5,4,5,4,1,4,2,1,5,0,0,2
1,2,23,1,2,1025,4,4,4,2,2,4,2,2,4,1,1,1,4,2,0,0,2
1,1,49,1,1,3786,3,3,3,3,4,4,4,5,5,5,5,5,5,3,1,0,2
2,1,55,1,1,1372,3,3,1,1,2,4,3,3,3,3,3,1,3,1,67,44,1
2,1,26,1,1,2419,1,2,2,2,1,2,1,1,2,1,4,3,3,1,25,13,1
1,1,43,2,3,300,1,4,1,3,2,1,3,3,3,1,3,3,3,5,112,98,1
2,1,10,1,3,689,5,1,1,1,5,5,5,5,3,3,5,4,3,5,0,0,2
2,1,34,2,2,1947,3,5,3,2,1,3,1,1,5,4,4,3,5,1,0,0,1
1,1,54,2,2,349,4,4,4,1,2,5,4,4,4,4,4,4,4,5,0,0,1
2,2,37,1,2,668,2,0,2,3,1,2,1,1,4,2,3,1,1,1,31,25,1
2,1,31,1,1,1636,3,3,3,3,4,4,4,4,4,3,5,5,5,4,6,15,2
2,1,48,1,2,471,3,4,4,4,4,3,4,4,1,4,3,2,4,4,0,2,1
1,1,41,1,1,2660,3,3,3,3,5,5,5,2,2,2,2,3,2,4,0,2,2
1,1,17,2,2,888,2,5,2,3,2,3,3,2,3,3,1,3,1,3,245,273,1
2,1,31,1,1,2094,3,1,1,1,3,3,3,3,2,1,4,1,3,3,41,34,1
2,1,69,2,1,397,1,4,1,4,1,3,3,2,2,1,2,1,2,3,48,32,1
2,1,43,1,1,2163,3,2,3,3,3,3,3,3,4,3,3,3,2,3,97,134,1
2,2,26,1,1,271,4,1,4,4,2,4,2,2,4,4,5,4,4,2,0,58,2
2,1,40,1,1,448,3,5,5,5,4,1,2,3,3,3,3,4,3,4,43,23,2
2,1,46,1,3,627,4,3,3,3,4,4,4,4,2,2,5,3,1,4,0,0,2
2,2,32,1,1,802,1,1,1,3,4,1,4,4,3,5,5,4,5,4,0,0,1
2,1,35,1,2,102,3,4,4,4,3,4,3,3,4,5,3,2,3,3,0,5,2
2,2,23,1,2,479,4,3,4,4,5,4,4,5,3,4,3,3,5,5,0,0,2
1,1,29,1,2,1900,2,2,2,2,2,2,2,2,3,2,2,3,4,2,0,0,1
1,1,40,2,3,1846,2,5,2,2,1,2,1,1,4,2,5,5,4,1,0,0,1
1,1,13,2,2,602,5,3,5,3,4,3,4,4,2,1,3,2,3,4,3,0,2
1,1,44,1,1,3025,1,1,3,1,3,4,4,4,3,4,5,4,4,4,149,149,2
1,1,24,2,2,236,1,5,1,4,1,1,3,1,5,4,4,3,4,1,28,20,1
