Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1,1,64,2,2,226,4,1,4,4,2,3,3,5,5,4,2,4,5,2,0,0,2
2,1,42,1,1,1379,1,4,4,4,2,4,3,1,1,1,1,2,1,3,0,0,1
2,2,39,1,2,867,1,1,1,2,5,1,2,5,4,1,2,1,3,5,1,0,2
1,1,32,1,1,1787,3,3,3,3,5,5,5,5,1,5,3,2,4,5,0,0,1
1,2,29,1,1,2402,4,4,4,1,1,4,2,1,3,3,5,3,5,1,0,0,2
1,1,30,1,1,2946,3,3,3,3,4,4,4,4,1,4,2,5,2,4,0,0,2
2,1,38,1,1,1605,5,5,5,5,4,5,5,4,4,4,4,3,4,4,33,42,2
1,1,66,1,1,2727,3,1,1,1,3,3,3,3,3,3,3,1,3,2,0,0,2
2,1,46,1,1,237,3,3,3,3,4,3,3,3,3,3,3,4,3,4,13,6,1
1,1,7,2,2,334,3,5,3,2,5,3,5,5,5,2,4,3,5,5,0,8,2
2,1,41,1,1,1590,4,4,4,4,3,4,4,4,4,4,4,4,4,5,0,0,2
2,1,15,2,2,985,3,4,2,3,3,2,3,3,5,2,4,4,5,3,130,125,1
2,1,33,2,3,821,2,4,2,3,1,2,1,1,1,5,4,3,4,1,25,23,2
1,1,47,2,2,562,4,5,4,1,2,4,5,4,4,4,2,3,4,3,2,2,1
1,1,67,1,1,405,2,2,2,2,3,2,2,2,2,2,2,3,2,1,56,30,2
1,1,22,2,3,414,3,3,3,1,5,3,5,5,4,4,1,5,3,5,27,20,1
1,1,43,1,1,1788,1,1,5,1,4,2,2,1,1,1,1,4,1,2,18,16,2
1,1,60,2,2,447,1,5,1,3,5,4,5,3,3,1,3,3,3,5,0,5,1
2,1,60,1,1,2725,2,2,4,2,3,5,4,4,4,4,4,4,4,4,79,54,2
2,2,21,1,1,337,4,4,4,1,5,4,5,5,5,2,4,5,4,5,46,43,1
1,1,58,1,1,3554,2,1,1,1,4,4,3,2,2,2,2,4,2,3,0,6,1
2,1,57,1,1,201,4,3,4,4,2,5,5,5,5,5,4,4,5,3,0,0,1
2,1,50,2,2,405,3,5,3,1,4,3,5,4,5,4,4,5,5,4,15,7,2
1,1,62,1,1,3689,3,3,3,3,2,2,2,3,3,3,3,3,3,4,37,23,1
2,1,40,1,2,1956,5,2,4,2,5,5,5,5,3,2,4,5,3,5,0,0,2
2,2,8,1,2,756,2,1,1,4,4,2,4,4,1,3,3,3,4,4,40,30,1
1,2,27,1,2,1085,2,2,2,4,2,2,2,2,3,1,3,1,4,2,21,10,1
1,2,24,1,1,599,2,1,1,2,3,1,3,3,2,5,2,4,2,3,23,9,1
1,1,42,1,2,1024,4,3,3,3,5,3,4,4,4,4,4,3,4,5,0,0,2
1,1,40,1,1,406,1,1,1,1,4,4,4,5,5,5,5,5,5,4,13,20,2
2,1,29,2,2,255,2,4,2,4,4,2,4,4,3,3,3,2,4,4,0,0,1
2,1,62,2,2,406,2,5,2,1,1,2,1,1,5,4,5,5,4,1,0,0,1
1,1,10,2,2,402,1,5,1,1,2,1,2,2,2,4,5,2,3,2,0,0,1
2,1,49,1,1,3183,2,2,2,2,3,4,4,5,5,5,5,3,5,4,7,7,2
1,1,8,2,2,529,2,5,2,2,2,2,2,2,3,5,4,3,5,2,0,0,2
2,2,17,1,2,1535,1,1,1,4,3,1,3,3,4,2,3,4,4,3,0,16,1
1,1,55,2,2,787,2,1,2,3,1,2,2,2,2,2,2,1,2,2,51,68,1
1,1,11,2,2,1017,2,4,2,4,5,2,5,5,3,2,4,3,5,5,0,0,1
1,2,23,1,2,1360,2,2,2,1,1,2,1,1,4,2,4,3,4,1,0,0,1
1,1,77,1,1,1844,3,5,5,5,4,4,4,3,3,2,3,1,3,1,11,25,2
2,1,50,1,1,3706,5,5,5,5,4,4,4,4,4,5,4,5,4,3,0,0,2
1,1,60,2,1,1927,1,4,1,3,2,4,5,4,4,1,4,4,4,5,18,0,1
1,1,31,1,1,2146,3,1,1,1,3,3,3,3,1,2,4,3,3,3,3,0,1
1,1,30,1,1,899,3,3,4,3,5,5,5,5,3,2,2,3,5,5,0,0,2
2,1,37,1,1,331,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0,2
2,1,24,1,1,3742,3,4,4,4,3,3,3,3,2,4,4,4,3,3,0,0,1
1,1,52,2,2,120,4,2,0,3,2,3,3,5,5,0,5,4,5,4,0,0,1
2,1,27,2,2,331,4,2,4,4,1,4,1,1,4,1,4,2,3,1,0,0,1
1,1,50,1,2,859,3,2,2,2,5,5,5,3,3,3,3,2,3,5,0,0,2
1,1,28,1,1,3094,3,3,3,3,4,4,4,4,1,5,1,3,4,4,0,0,2
2,1,42,1,2,211,3,4,4,4,4,3,4,4,3,5,4,4,3,4,0,0,1
1,1,21,2,2,460,2,3,2,1,2,2,2,2,3,2,1,4,3,2,0,0,1
1,1,59,1,1,2990,2,5,5,5,5,4,3,2,2,2,2,4,2,3,0,0,1
2,1,56,1,1,733,5,5,5,5,5,5,5,4,4,4,4,3,4,5,21,9,2
1,1,43,2,2,913,3,4,3,4,3,5,4,1,1,3,1,3,1,5,0,13,2
1,1,43,1,1,264,1,2,2,2,3,4,4,1,1,1,1,3,1,3,0,0,1
2,1,55,1,2,1224,2,3,3,3,2,2,2,2,2,2,2,1,2,2,0,2,1
1,1,30,2,2,1990,2,3,2,2,1,2,1,1,1,3,3,4,3,1,0,0,1
2,2,34,1,2,262,2,4,2,2,2,2,4,2,1,2,3,5,2,2,0,0,1
1,1,34,1,1,1981,3,5,1,5,3,3,3,3,3,3,3,2,3,4,0,0,1
2,1,68,2,2,850,3,3,3,3,5,3,5,5,4,2,3,3,3,5,0,0,1
1,1,51,1,1,2049,1,1,1,1,4,4,5,4,4,4,4,5,4,4,0,0,2
1,1,19,2,2,907,4,4,4,4,5,4,4,5,3,3,5,5,5,5,0,0,1
1,1,33,1,3,1235,4,2,2,2,4,4,4,4,2,2,3,2,5,4,0,0,2
2,1,28,2,2,158,3,5,3,5,4,3,4,4,3,3,4,4,4,4,0,0,1
2,2,38,1,1,407,4,4,4,3,5,4,5,5,2,1,4,1,4,5,0,0,1
1,1,10,2,2,296,1,5,1,3,1,2,2,3,5,4,4,2,5,2,252,255,1
1,1,62,1,1,3784,2,2,2,2,5,5,5,4,2,5,4,5,3,5,260,279,2
1,1,48,1,1,3230,4,4,4,4,4,5,5,3,3,3,3,3,3,4,14,16,2
1,1,35,2,2,134,3,0,3,4,4,3,4,4,4,5,5,3,4,4,58,59,1
2,1,67,2,2,147,5,5,0,4,4,0,4,4,3,5,5,4,5,4,0,0,2
1,2,44,1,3,328,2,3,3,3,5,2,5,5,1,2,4,4,4,5,49,44,1
2,1,25,1,2,373,1,2,2,2,1,1,2,1,4,1,4,3,4,1,1,9,1
1,2,39,1,1,580,4,4,4,4,5,4,1,5,3,4,4,3,5,5,44,38,1
1,1,16,1,2,643,1,1,1,1,1,1,4,1,1,5,3,3,4,1,0,6,1
1,1,14,2,2,972,2,5,2,2,5,2,5,5,5,4,5,3,4,5,0,0,1
1,2,33,1,1,607,3,3,3,4,2,3,2,2,5,2,5,4,5,2,73,125,1
2,2,15,1,2,456,4,2,4,4,5,4,5,5,1,2,4,4,3,5,4,66,2
2,1,32,2,2,119,2,1,2,3,3,2,3,3,3,1,3,4,3,3,0,0,1
1,1,61,2,3,719,3,4,3,1,5,4,5,3,3,3,3,5,3,3,56,58,2
2,1,53,1,1,3919,2,3,3,3,1,2,3,2,2,2,2,2,2,4,0,6,1
1,1,37,2,2,1747,1,2,1,4,4,1,1,4,3,3,4,1,4,4,0,0,1
1,1,47,1,1,2836,5,5,5,5,3,5,5,5,5,5,5,5,5,5,0,0,2
2,1,62,1,1,3005,3,4,3,3,2,5,5,4,4,4,4,4,4,4,0,0,2
1,1,59,1,1,1158,3,3,3,3,3,5,2,5,5,5,5,3,5,4,0,0,2
1,1,35,1,1,3203,3,3,3,3,3,5,4,5,5,5,5,5,5,3,0,0,2
1,1,52,1,1,370,1,1,2,1,4,5,4,2,2,2,2,4,2,4,23,22,2
2,1,49,2,2,113,3,1,3,4,2,3,2,2,1,2,3,1,3,2,3,5,2
1,1,62,2,2,1020,2,4,2,1,2,3,1,1,1,2,1,4,1,4,0,2,1
1,1,26,2,2,930,2,4,3,1,2,3,1,2,3,4,5,3,5,2,23,22,1
2,1,38,2,3,1846,3,0,3,2,2,3,2,2,5,3,3,4,5,2,25,27,2
2,1,40,1,1,3620,4,4,4,4,2,4,3,5,5,5,5,5,5,5,0,0,2
1,1,41,1,1,2217,0,5,0,1,4,4,5,5,5,5,5,3,5,4,0,0,2
2,1,33,2,2,156,4,4,4,2,5,4,5,5,5,1,2,2,3,5,6,7,1
1,2,25,1,2,414,1,1,1,3,5,1,5,5,4,3,3,1,4,5,0,0,1
2,1,44,1,1,3819,3,3,3,3,3,4,4,5,5,4,5,3,5,3,0,0,2
1,1,64,2,3,1142,1,3,1,3,3,2,3,3,3,1,3,1,3,3,31,32,1
1,1,45,1,3,908,4,4,4,4,3,3,1,4,4,4,4,2,4,2,0,0,1
1,1,18,2,2,2400,3,5,3,2,3,2,2,3,4,4,5,2,4,2,0,0,1
1,1,25,2,2,468,2,4,2,4,3,2,3,3,2,5,4,2,3,3,0,0,1
2,1,27,1,2,308,5,4,4,4,5,5,5,5,5,5,1,5,3,5,0,0,2
2,2,26,1,1,1067,3,3,3,1,2,3,2,2,3,4,5,5,4,2,0,0,1
1,1,40,1,2,674,3,5,5,5,3,4,3,3,4,3,5,1,2,3,4,7,2
1,1,55,1,3,1416,2,4,5,4,4,4,4,2,2,2,2,1,2,2,0,0,1
1,1,30,1,1,674,3,4,4,4,3,3,3,3,2,2,4,3,4,3,15,11,1
2,2,35,1,1,1501,3,3,3,3,4,3,4,4,3,3,4,3,5,4,13,19,1
2,2,38,1,2,288,3,3,3,4,5,3,5,5,4,4,4,1,4,5,7,6,1
2,1,60,1,2,2399,4,3,3,3,4,3,3,3,5,1,2,3,1,3,0,19,1
1,1,59,2,2,950,4,3,4,5,4,1,1,5,5,4,5,2,5,1,0,0,1
1,2,24,1,1,1390,5,0,5,1,4,5,4,4,4,4,5,4,4,4,34,19,2
1,1,29,1,1,3355,3,3,3,3,4,3,4,4,3,3,4,3,4,4,3,0,2
1,2,43,1,1,1642,2,2,2,1,4,2,4,4,5,3,5,5,4,4,10,21,2
1,1,49,1,1,1873,4,4,4,4,3,4,4,5,5,5,5,5,5,3,8,6,2
2,2,43,1,3,122,4,3,3,4,3,4,3,3,2,2,3,2,3,3,0,0,2
1,1,66,2,2,2681,1,4,1,3,1,2,2,3,1,3,5,2,4,2,0,0,1
1,1,27,1,1,3658,2,4,5,4,2,2,2,2,1,3,4,4,4,2,0,0,1
1,1,49,1,1,2139,1,1,1,1,2,5,5,3,3,4,3,5,3,4,0,0,2
1,2,24,1,2,874,2,2,2,3,5,2,5,5,1,2,4,3,3,5,0,0,2
1,1,25,2,2,1195,2,2,2,2,5,2,5,5,2,2,2,3,2,5,0,0,1
2,1,48,1,1,1592,4,1,1,1,4,2,3,4,4,4,4,1,4,3,10,0,1
1,1,58,2,3,907,1,2,1,4,5,3,4,5,5,1,5,1,5,4,0,1,1
1,1,31,1,1,1617,1,2,2,2,2,2,1,2,2,4,3,2,2,2,15,19,1
1,1,28,1,2,1107,0,0,0,4,5,0,4,5,1,4,5,5,3,5,0,0,2
1,2,17,1,2,95,4,3,4,4,2,4,2,2,3,5,3,2,4,2,0,0,2
2,1,48,1,1,1564,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,0,2
2,1,56,1,1,1744,1,1,1,1,2,3,5,4,4,4,4,4,4,3,0,0,2
1,1,31,1,1,1670,3,3,3,3,5,4,5,5,3,3,4,3,4,5,0,0,2
1,1,63,1,1,119,1,1,1,1,2,2,2,5,5,5,5,5,5,5,61,55,1
1,2,25,1,1,1521,5,5,5,3,5,4,4,5,4,5,4,4,5,4,315,302,2
2,1,56,2,3,480,4,2,4,3,3,4,5,3,1,4,3,1,4,3,0,0,1
2,2,22,1,2,271,4,0,4,3,2,4,3,2,5,2,4,3,4,2,10,3,1
1,2,31,1,2,1105,3,4,4,4,3,4,2,3,1,5,3,1,4,3,6,16,1
1,1,56,1,1,341,2,2,2,2,5,5,5,4,4,4,4,5,4,3,7,15,2
1,1,25,2,2,2607,0,2,0,3,2,0,2,2,4,3,3,1,4,2,0,0,2
1,1,54,2,2,1504,4,5,4,5,2,3,5,1,1,4,1,4,1,5,0,0,1
1,1,36,2,2,366,4,4,4,3,3,4,3,3,4,2,3,1,4,3,0,15,1
2,1,24,1,1,1299,3,1,1,1,3,3,3,3,3,5,3,2,3,3,32,9,1
2,1,30,1,1,337,5,5,5,5,4,4,4,4,5,1,5,1,5,4,0,0,2
1,2,32,1,1,190,3,3,3,4,5,3,5,5,5,2,5,3,5,5,0,0,2
1,1,34,2,2,733,1,2,2,3,5,2,5,5,2,2,4,3,3,5,14,10,1
2,1,61,1,2,251,1,1,1,1,1,1,1,1,2,1,3,4,3,1,32,32,1
1,1,37,1,1,2388,4,4,4,4,5,2,3,3,3,3,3,5,3,2,0,0,2
2,1,51,1,1,551,3,3,3,3,1,1,1,4,4,4,4,5,4,2,0,0,2
1,2,37,1,1,1754,3,3,3,2,2,3,1,2,3,2,3,3,4,2,67,62,1
2,1,35,2,2,1047,3,5,3,1,5,3,5,5,4,3,4,4,5,5,0,2,2
1,1,44,1,2,304,2,2,2,2,4,3,3,2,2,2,2,4,2,4,82,60,2
1,1,61,2,3,546,1,5,4,3,4,1,3,2,2,4,2,1,2,1,24,13,2
1,1,47,1,2,170,4,1,1,1,3,1,3,4,4,4,4,4,4,3,0,0,2
2,1,44,1,1,2466,4,4,4,4,5,5,4,4,4,4,4,5,4,3,0,0,1
2,1,69,2,3,930,1,2,1,4,2,1,2,2,2,3,3,3,4,2,9,11,1
1,1,53,1,1,3882,3,3,3,3,2,5,5,4,4,4,4,5,4,5,40,36,2
2,1,65,2,3,468,1,1,4,3,2,4,4,2,4,3,3,2,4,2,0,0,1
2,1,46,1,1,3173,3,3,3,3,4,4,5,5,5,5,5,5,5,3,35,38,2
1,1,28,2,2,723,1,2,1,4,4,1,1,4,2,1,3,3,4,4,0,0,1
1,1,43,2,2,603,3,5,3,3,4,5,4,1,1,3,1,5,1,4,43,34,1
2,1,17,2,2,325,4,5,4,1,4,4,4,4,5,1,4,3,5,4,5,6,1
2,2,21,1,2,1788,3,2,2,2,4,3,4,4,2,1,3,2,3,4,23,20,1
2,1,50,2,1,1334,4,4,3,1,4,5,5,1,1,3,1,3,1,4,5,0,2
1,2,30,1,3,675,1,1,1,4,4,1,4,4,1,1,3,2,4,4,24,22,2
2,1,41,1,1,2410,4,4,4,4,3,4,4,5,5,5,4,5,5,3,0,0,1
1,1,54,1,2,337,1,2,2,2,5,4,4,1,1,1,1,3,1,1,0,0,1
2,2,19,1,2,695,4,4,4,1,4,4,3,4,3,3,2,4,2,4,0,0,1
1,1,31,2,2,926,1,2,1,4,1,1,1,1,1,2,3,3,3,1,0,11,1
2,2,35,1,1,212,2,2,2,1,2,2,2,2,4,5,5,5,4,2,0,0,1
2,1,55,2,2,1009,3,4,3,4,1,3,1,1,4,2,4,4,4,1,0,0,1
1,1,45,1,1,776,1,1,1,1,3,1,2,4,4,4,4,2,4,3,0,0,2
2,1,39,1,1,1713,2,2,2,2,5,4,5,4,4,4,4,4,4,5,7,0,2
1,1,72,1,2,251,2,2,2,2,2,2,3,2,2,2,2,2,2,3,0,0,1
2,1,28,2,2,1124,3,5,3,2,2,3,4,2,3,5,3,5,5,2,6,0,2
1,2,29,1,2,2704,1,1,1,4,1,1,1,1,4,5,2,2,3,1,15,7,1
1,1,33,2,2,589,2,4,2,2,2,2,2,2,5,4,5,4,4,2,10,3,1
1,1,41,1,2,862,4,2,2,2,4,4,4,4,4,5,1,2,1,4,4,0,2
1,1,22,2,2,596,2,3,2,2,3,2,3,3,4,4,3,2,2,3,0,0,1
1,1,27,1,3,2454,0,0,0,3,5,0,5,5,5,2,2,4,4,5,5,0,1
1,2,36,1,1,425,1,1,1,3,3,1,3,3,5,5,4,3,5,3,0,0,1
1,1,62,1,1,1608,4,4,4,4,5,2,5,4,4,4,5,1,4,2,0,0,1
2,1,48,2,2,190,2,4,2,3,5,2,5,5,3,3,4,2,4,5,0,0,1
2,2,29,1,1,997,3,3,3,3,4,3,4,4,4,3,5,4,4,4,10,0,2
2,1,28,1,1,2968,2,2,2,2,5,5,5,5,5,3,4,4,5,5,0,0,2
1,1,22,1,1,1746,1,2,2,2,1,1,1,1,4,3,3,2,2,1,9,0,1
1,1,16,2,2,67,3,5,3,1,5,3,5,5,4,5,5,5,4,5,18,14,1
1,1,43,2,2,345,3,5,3,2,3,2,2,4,2,5,3,2,2,2,136,154,1
1,1,38,1,1,3033,3,4,4,4,2,3,4,3,3,3,3,3,3,4,0,2,1
1,2,24,1,2,348,3,1,3,3,3,3,3,3,3,5,3,1,3,3,11,27,1
1,1,58,1,1,723,5,5,5,5,4,4,4,4,2,5,4,4,5,4,401,404,2
1,2,38,1,1,602,2,2,2,1,1,2,1,1,3,3,4,4,4,1,0,0,1
2,1,56,1,1,414,2,2,2,2,5,4,4,5,5,5,5,4,5,3,1,0,2
2,1,47,1,3,457,4,5,4,5,4,4,4,4,4,4,5,5,1,4,0,0,2
2,1,49,1,1,140,0,4,0,2,5,5,4,2,2,2,2,4,2,3,0,0,2
2,1,56,1,1,2899,5,5,5,5,3,5,4,5,5,5,5,4,5,4,3,0,1
1,1,16,2,2,184,1,5,1,2,4,1,4,4,5,4,5,4,5,4,0,0,1
1,1,9,2,2,473,1,5,1,4,5,1,5,5,4,3,1,4,4,5,16,12,1
1,1,59,1,3,253,2,3,3,3,1,5,4,2,2,2,2,3,2,3,0,10,2
1,1,44,1,1,2133,3,3,3,3,3,4,5,5,5,5,5,3,5,4,0,0,2
2,1,47,2,3,957,1,5,2,3,3,2,2,3,3,4,4,5,5,3,0,0,1
2,2,49,1,1,632,1,0,0,5,4,1,4,4,5,3,5,4,4,4,0,1,1
2,1,42,1,2,799,5,1,1,1,5,5,5,5,2,1,3,5,4,5,11,26,2
1,1,42,1,1,2248,3,3,3,3,1,3,4,3,3,3,3,4,3,1,0,0,1
1,1,63,1,2,119,4,4,4,4,3,5,5,4,4,4,4,2,4,1,0,0,1
2,1,29,1,1,1857,1,1,1,1,4,4,4,4,3,4,4,4,4,4,0,0,2
2,1,32,2,2,247,2,5,2,4,2,2,2,2,4,3,4,4,5,2,0,0,1
2,2,44,1,3,140,4,4,4,4,5,4,5,5,1,5,3,4,1,5,36,25,2
2,1,40,2,2,546,1,5,1,5,3,1,2,3,5,1,5,1,4,3,7,5,1
2,2,21,1,2,425,2,5,2,3,5,2,5,5,5,4,5,5,4,5,0,2,2
2,1,62,2,3,235,2,4,2,5,1,2,1,1,5,3,4,3,5,1,0,0,1
2,1,40,1,1,2128,2,2,2,2,4,4,5,4,4,4,4,3,4,4,0,20,2
1,1,49,2,1,101,4,5,4,2,5,4,4,3,3,4,3,5,3,4,0,0,2
1,1,51,1,1,3353,3,3,3,3,2,5,4,4,4,4,4,4,4,4,57,62,2
1,1,47,1,1,2783,2,2,2,2,3,4,4,4,4,4,4,5,4,3,15,1,2
1,1,11,1,1,2666,2,3,3,3,2,2,2,2,3,2,3,4,4,2,50,52,1
2,1,47,2,2,1056,3,4,3,3,4,3,4,4,4,1,4,4,3,4,0,0,2
2,1,59,2,2,1379,1,4,1,1,3,1,3,3,4,4,5,4,4,3,0,0,2
2,1,40,1,2,2288,2,1,3,3,2,2,2,2,2,2,2,3,3,2,2,0,1
1,1,52,1,2,933,5,2,2,2,4,2,5,5,5,5,5,4,5,1,0,0,2
2,1,63,2,2,416,2,2,2,4,1,2,1,1,1,5,4,2,4,1,125,121,1
1,1,31,1,1,3965,2,2,2,2,4,4,3,4,4,5,3,3,3,4,0,0,2
2,1,53,1,1,577,3,3,3,3,2,4,5,3,3,3,3,5,3,4,13,8,2
1,1,43,1,1,1651,4,4,4,4,5,4,5,4,4,4,4,4,4,4,9,16,1
2,1,30,1,1,607,2,4,4,4,2,2,2,2,2,5,3,4,3,2,0,29,1
2,1,25,2,2,991,2,4,2,4,3,2,3,3,4,2,4,3,4,3,25,17,2
1,1,26,2,2,2419,3,2,3,3,3,3,3,3,4,1,4,4,3,3,0,0,2
1,2,20,1,2,965,1,0,0,2,2,0,2,2,4,4,5,5,4,2,35,34,2
2,1,14,2,2,795,3,5,3,3,2,3,2,2,5,5,5,5,5,2,0,0,1
2,1,48,1,1,323,4,4,4,4,2,5,5,4,4,4,4,4,4,5,4,3,2
2,1,61,2,3,528,3,4,3,1,4,3,4,4,3,5,4,4,4,4,0,0,1
1,1,22,2,2,1216,3,0,3,4,4,3,4,4,5,1,1,2,4,4,0,0,1
1,1,26,1,1,1903,4,5,4,4,5,5,5,5,5,2,4,5,5,5,0,0,1
2,1,57,2,2,1846,3,2,3,3,2,3,2,2,3,2,3,3,4,2,0,11,1
1,1,12,2,3,733,2,4,2,4,4,2,3,4,3,5,4,4,4,4,0,0,1
1,1,60,1,1,2214,4,4,4,4,3,4,5,5,5,5,5,4,5,5,5,0,2
1,1,42,1,2,387,4,1,1,1,5,5,1,4,4,4,4,3,4,3,0,4,2
2,2,23,1,2,416,5,3,5,3,2,5,2,2,1,2,4,1,3,2,0,0,2
2,1,26,2,2,1744,3,3,3,3,2,3,2,2,4,3,2,4,4,2,5,0,1
2,1,45,1,1,1752,3,3,4,3,1,1,4,4,4,4,4,2,4,3,0,0,2
2,2,22,1,2,190,4,0,3,1,5,3,5,5,1,2,1,3,5,5,0,0,2
2,1,30,1,1,427,1,1,1,1,5,5,5,5,1,1,2,1,4,5,0,0,2
1,1,45,1,1,2898,4,1,1,1,5,4,4,4,4,4,4,2,4,2,47,34,1
1,1,31,2,2,1201,3,2,3,1,2,3,1,2,2,4,2,2,2,2,99,92,1
2,1,42,2,2,236,2,5,2,3,3,2,4,3,1,3,2,2,2,3,47,56,1
2,1,11,2,1,102,1,4,1,1,5,1,5,5,3,1,5,1,2,5,0,0,1
1,2,23,1,1,622,5,0,5,3,2,5,4,2,3,4,5,3,4,2,56,72,2
1,1,52,1,2,515,5,2,2,2,4,2,3,5,5,5,5,3,5,5,4,6,2
1,1,57,1,1,1942,1,1,1,1,3,4,4,4,4,4,4,5,4,4,22,5,1
2,2,23,1,2,1012,5,5,5,4,4,5,4,4,5,3,5,3,5,4,0,0,1
1,1,15,2,2,248,1,4,1,1,5,1,5,5,4,2,5,4,4,5,18,12,1
1,1,21,2,2,369,3,1,3,3,4,3,4,4,2,5,3,1,2,4,48,45,1
1,1,9,2,2,919,1,2,1,3,2,1,2,2,3,5,4,1,4,2,42,46,1
1,1,35,1,1,3725,1,2,2,2,1,2,3,1,1,1,1,3,1,1,0,0,1
1,2,24,1,2,1195,3,3,3,4,1,3,1,1,3,4,4,1,3,1,10,0,1
1,1,58,1,1,102,2,2,2,2,4,3,4,5,5,5,4,5,5,4,0,0,2
1,1,51,2,2,646,3,1,3,3,1,3,2,1,1,3,1,2,1,2,0,0,1
2,1,29,1,1,3334,3,3,3,3,3,3,3,3,3,2,3,4,4,3,21,25,1
2,1,18,2,2,1624,3,2,3,4,4,3,5,4,1,3,3,3,4,4,5,0,2
2,1,52,2,2,1009,5,5,5,5,4,5,4,4,4,2,4,5,4,4,0,0,2
2,1,28,2,2,237,2,5,2,4,1,2,1,1,3,2,4,5,4,1,0,0,1
2,1,16,2,2,957,5,3,4,3,4,4,4,4,1,2,3,2,2,4,4,0,2
2,1,58,2,3,2139,2,5,2,3,4,2,4,4,4,3,5,5,4,4,17,3,1
1,2,39,1,2,468,2,1,2,4,5,2,5,5,2,5,3,1,4,5,1,4,1
2,1,48,2,3,1303,2,2,2,4,5,2,5,5,4,3,3,2,4,5,0,1,1
1,1,27,1,1,3209,2,3,5,3,2,2,2,2,4,5,4,4,4,2,0,0,2
1,1,17,2,2,214,1,3,1,3,4,1,4,4,4,4,3,3,3,4,0,0,1
1,1,68,2,2,226,4,4,4,1,5,4,5,4,4,4,4,4,4,4,0,0,2
2,1,44,1,1,760,3,3,3,3,5,5,4,4,4,4,4,4,4,5,8,0,2
1,1,23,2,2,2133,1,2,1,3,3,1,3,3,2,3,1,4,3,3,0,0,1
1,1,67,2,2,798,1,2,1,4,4,3,3,2,2,1,2,1,2,2,0,0,1
2,2,26,1,1,160,1,4,1,2,1,1,1,1,5,5,4,4,5,1,0,0,1
1,1,12,2,2,971,1,2,1,4,3,1,5,3,1,5,4,4,3,3,11,0,2
2,1,36,2,2,589,3,3,3,3,3,3,2,3,4,5,3,4,3,3,19,25,1
2,1,52,2,2,173,3,2,3,4,5,3,5,5,1,2,3,1,4,5,0,0,1
2,1,51,1,1,481,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0,2
2,1,46,1,1,2583,1,1,1,1,4,5,5,4,4,4,4,5,4,3,0,0,2
1,1,61,1,2,500,4,2,2,2,2,2,5,4,4,4,4,1,4,3,28,13,1
1,1,40,1,1,925,5,5,5,5,3,4,4,4,4,4,4,3,4,4,0,0,2
2,1,16,2,1,862,2,4,2,4,3,2,1,3,4,5,5,5,5,3,100,82,1
2,1,53,2,2,1203,4,4,4,2,1,4,1,1,4,5,1,4,5,1,50,39,1
1,1,33,1,1,1488,2,1,4,1,3,1,2,2,2,2,2,2,2,3,0,6,2
1,1,56,2,2,585,2,4,1,1,3,4,4,1,1,1,1,4,1,5,86,109,1
1,2,23,1,2,1147,4,4,4,4,5,4,5,5,5,5,4,3,5,5,0,0,1
2,1,7,2,2,1464,4,4,4,3,1,4,1,1,4,5,4,1,3,1,8,0,2
1,1,32,2,2,399,1,4,1,4,1,1,1,1,4,4,4,5,5,1,0,0,1
1,1,63,1,2,319,3,4,4,4,1,2,2,3,3,3,3,4,3,4,0,0,1
2,1,66,2,2,358,2,1,2,3,4,2,4,4,3,1,2,1,2,4,0,0,1
1,2,41,1,2,605,2,5,2,3,1,2,1,1,5,2,1,4,2,1,0,8,2
2,1,60,1,1,2610,0,0,0,3,5,5,4,2,2,2,2,3,2,4,0,1,2
2,1,25,2,2,300,3,4,3,1,5,3,5,5,5,4,4,5,5,5,0,0,2
2,1,51,1,1,1594,3,2,2,2,5,3,4,3,3,3,3,2,3,1,0,0,1
2,1,54,1,2,802,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,0,1
1,1,13,2,2,1576,3,5,3,5,2,3,2,2,5,2,5,3,5,2,33,27,1
1,1,43,1,1,416,4,4,4,4,5,5,2,5,5,5,5,5,5,2,52,40,2
1,2,72,1,2,181,2,2,2,1,3,2,3,3,2,5,1,3,2,3,4,2,1
1,1,48,1,1,2401,1,2,1,1,1,3,3,1,1,2,1,2,1,3,12,0,2
1,1,57,1,1,1678,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,0,2
2,1,10,2,2,802,1,4,1,3,5,1,5,5,3,4,4,3,2,5,7,10,2
1,1,56,1,3,102,4,3,5,3,5,3,3,4,4,4,4,2,4,1,10,8,1
2,1,57,2,2,300,1,4,1,1,2,1,2,2,5,5,4,5,4,2,9,5,1
1,2,24,1,2,625,2,1,2,3,5,2,3,5,2,4,3,2,3,5,36,35,1
1,1,64,2,2,931,2,5,2,3,3,4,4,3,3,2,3,5,3,4,0,0,1
1,1,55,1,1,3504,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,0,2
